Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,"District of Columbia",Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,"New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota",Ohio,Oklahoma,Oregon,Pennsylvania,"Rhode Island","South Carolina","South Dakota",Tennessee,Texas,Utah,Vermont,Virginia,Washington,"West Virginia",Wisconsin,Wyoming
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/25,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/27,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/02,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/10,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/03,,2009/08/25,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/08/14,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/27,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/03,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/27,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/03,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/02,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/09,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/25,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,,2009/09/01,
,,,,,,,,,,,,,,2009/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/25,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/26,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/02,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/27,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/13,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/03,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/08,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/08/31,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
,,,,,,,,,,,,,,2009/08/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009/09/01,
